10,1,2,10,thread,8.70228e-05
10,1,4,10,thread,0.000119925
10,1,8,10,thread,0.000293016
10,1,16,10,thread,0.000261068
10,1,2,1000,thread,4.79221e-05
10,1,4,1000,thread,0.000132799
10,1,8,1000,thread,0.000215769
10,1,16,1000,thread,0.000257015
10,1,2,100000,thread,7.00951e-05
10,1,4,100000,thread,0.000286102
10,1,8,100000,thread,0.000216961
10,1,16,100000,thread,0.000658989
10,10,2,10,thread,4.79221e-05
10,10,4,10,thread,0.000100851
10,10,8,10,thread,0.000211954
10,10,16,10,thread,0.000260115
10,10,2,1000,thread,7.00951e-05
10,10,4,1000,thread,0.00010705
10,10,8,1000,thread,0.000237942
10,10,16,1000,thread,0.000703096
10,10,2,100000,thread,5.60284e-05
10,10,4,100000,thread,0.000118971
10,10,8,100000,thread,0.00016284
10,10,16,100000,thread,0.000262976
10,100,2,10,thread,9.01222e-05
10,100,4,10,thread,0.000130177
10,100,8,10,thread,0.000189066
10,100,16,10,thread,0.000262976
10,100,2,1000,thread,7.79629e-05
10,100,4,1000,thread,0.000129938
10,100,8,1000,thread,0.000402927
10,100,16,1000,thread,0.000257969
10,100,2,100000,thread,8.2016e-05
10,100,4,100000,thread,0.000134945
10,100,8,100000,thread,0.000175953
10,100,16,100000,thread,0.000277996
10,1000,2,10,thread,0.000205994
10,1000,4,10,thread,0.000257015
10,1000,8,10,thread,0.000247002
10,1000,16,10,thread,0.000268221
10,1000,2,1000,thread,0.000204086
10,1000,4,1000,thread,0.000252962
10,1000,8,1000,thread,0.00027895
10,1000,16,1000,thread,0.000256062
10,1000,2,100000,thread,0.000165939
10,1000,4,100000,thread,0.000307083
10,1000,8,100000,thread,0.000296116
10,1000,16,100000,thread,0.00027895
100,1,2,10,thread,7.00951e-05
100,1,4,10,thread,0.000103951
100,1,8,10,thread,0.000233173
100,1,16,10,thread,0.000286818
100,1,2,1000,thread,5.91278e-05
100,1,4,1000,thread,0.000155926
100,1,8,1000,thread,0.000228882
100,1,16,1000,thread,0.000267029
100,1,2,100000,thread,7.20024e-05
100,1,4,100000,thread,0.00011611
100,1,8,100000,thread,0.000165939
100,1,16,100000,thread,0.00027585
100,10,2,10,thread,7.31945e-05
100,10,4,10,thread,0.000113964
100,10,8,10,thread,0.000143051
100,10,16,10,thread,0.000238895
100,10,2,1000,thread,7.29561e-05
100,10,4,1000,thread,0.00010705
100,10,8,1000,thread,0.000210047
100,10,16,1000,thread,0.00026083
100,10,2,100000,thread,0.000119925
100,10,4,100000,thread,9.48906e-05
100,10,8,100000,thread,0.000181913
100,10,16,100000,thread,0.000253916
100,100,2,10,thread,0.000185966
100,100,4,10,thread,0.000157118
100,100,8,10,thread,0.000151873
100,100,16,10,thread,0.000300884
100,100,2,1000,thread,0.00022006
100,100,4,1000,thread,0.000242949
100,100,8,1000,thread,0.000226021
100,100,16,1000,thread,0.000240088
100,100,2,100000,thread,0.000181913
100,100,4,100000,thread,0.000250101
100,100,8,100000,thread,0.00022316
100,100,16,100000,thread,0.000292063
100,1000,2,10,thread,0.000596046
100,1000,4,10,thread,0.000442028
100,1000,8,10,thread,0.000391006
100,1000,16,10,thread,0.000561953
100,1000,2,1000,thread,0.00111485
100,1000,4,1000,thread,0.00119805
100,1000,8,1000,thread,0.00109386
100,1000,16,1000,thread,0.00119615
100,1000,2,100000,thread,0.00100303
100,1000,4,100000,thread,0.00107408
100,1000,8,100000,thread,0.00115895
100,1000,16,100000,thread,0.00129104
1000,1,2,10,thread,9.20296e-05
1000,1,4,10,thread,0.000132084
1000,1,8,10,thread,0.000163078
1000,1,16,10,thread,0.000276089
1000,1,2,1000,thread,8.2016e-05
1000,1,4,1000,thread,0.000250816
1000,1,8,1000,thread,0.00015521
1000,1,16,1000,thread,0.000258923
1000,1,2,100000,thread,8.79765e-05
1000,1,4,100000,thread,0.000109196
1000,1,8,100000,thread,0.000174046
1000,1,16,100000,thread,0.000281096
1000,10,2,10,thread,0.000162125
1000,10,4,10,thread,0.000210047
1000,10,8,10,thread,0.000159025
1000,10,16,10,thread,0.000317097
1000,10,2,1000,thread,0.000185013
1000,10,4,1000,thread,0.000273943
1000,10,8,1000,thread,0.000228882
1000,10,16,1000,thread,0.000270844
1000,10,2,100000,thread,0.000207901
1000,10,4,100000,thread,0.000257015
1000,10,8,100000,thread,0.000289917
1000,10,16,100000,thread,0.000227928
1000,100,2,10,thread,0.000589848
1000,100,4,10,thread,0.000396013
1000,100,8,10,thread,0.000794888
1000,100,16,10,thread,0.000380993
1000,100,2,1000,thread,0.00104904
1000,100,4,1000,thread,0.00114298
1000,100,8,1000,thread,0.00107908
1000,100,16,1000,thread,0.00132084
1000,100,2,100000,thread,0.000995874
1000,100,4,100000,thread,0.00107408
1000,100,8,100000,thread,0.00117683
1000,100,16,100000,thread,0.00116801
1000,1000,2,10,thread,0.00487995
1000,1000,4,10,thread,0.00274897
1000,1000,8,10,thread,0.00205588
1000,1000,16,10,thread,0.00202203
1000,1000,2,1000,thread,0.009341
1000,1000,4,1000,thread,0.00943184
1000,1000,8,1000,thread,0.00945902
1000,1000,16,1000,thread,0.00963807
1000,1000,2,100000,thread,0.00941586
1000,1000,4,100000,thread,0.00939679
1000,1000,8,100000,thread,0.00982094
